Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
20,0.0747053383480516,0.0106721911925788,0.07470533834805199,0.010672191192578855,0.07470533834805199,0.010672191192578855,0.0,0.0,0.07470533834805199,0.010672191192578855,0.018071087376624106,0.018071087376624106,0.00013094990852626165,0.008090607281632498,0.6096647861239148,145,138,7,19.714285714285715,0
21,0.16201478771220046,0.013501232309350039,0.12412135663838395,0.010343446386531995,0.12412135663838395,0.010343446386531995,0.037893431073815265,0.0,0.1620147877121992,0.013501232309349935,0.019316920524097725,0.019316920524097725,8.509656618545254e-05,0.011891488932341895,0.12931948517358194,239,227,12,18.916666666666668,0
22,0.13953680613984787,0.012685164194531624,0.11422778001944733,0.010384343638131576,0.11422778001944733,0.010384343638131576,0.019211269340082993,0.006097756780315322,0.13343904935953033,0.012130822669048212,0.024779918514047594,0.018682161733732272,9.069010550355472e-05,0.010432444329618207,0.041577761229495636,217,206,11,18.727272727272727,0
23,0.12411135219839231,0.01034261268319936,0.12391868145436796,0.010326556787863997,0.12391868145436796,0.010326556787863997,0.0,0.00019267074402229412,0.12391868145436796,0.010326556787863997,0.019403940084105287,0.019211269340082993,8.653724927965311e-05,0.008725617676190586,0.05323691725573987,234,222,12,18.5,0
24,0.13303231697778273,0.010233255152137133,0.1330323169777779,0.010233255152136762,0.1330323169777779,0.010233255152136762,0.0,0.0,0.1330323169777779,0.010233255152136762,0.01935434303492123,0.01935434303492123,7.589938445067148e-05,0.00874445953406627,0.504867437767242,268,255,13,19.615384615384617,0
25,0.10322258494642789,0.01032225849464279,0.10322258494643145,0.010322258494643145,0.10322258494643145,0.010322258494643145,0.0,0.0,0.10322258494643145,0.010322258494643145,0.018146792489288188,0.018146792489288188,9.165046711761711e-05,0.00850757924571397,0.2311613751262218,208,198,10,19.8,0
26,0.25382277176334966,0.010575948823472903,0.25382277176334817,0.01057594882347284,0.25382277176334817,0.01057594882347284,0.0,0.0,0.25382277176334817,0.01057594882347284,0.03494957770620566,0.03494957770620566,7.54850490414809e-05,0.009119716419047666,0.15528966056999316,487,463,24,19.291666666666668,0
27,0.24098239302831814,0.013387910723795452,0.18844091726798523,0.010468939848221401,0.18844091726798523,0.010468939848221401,0.05254147576033752,0.0,0.24098239302832275,0.013387910723795709,0.02485503018227142,0.02485503018227142,7.246364484627237e-05,0.012007075713669262,0.5221123173529385,361,343,18,19.055555555555557,0
28,0.24422497863447212,0.012211248931723605,0.21463615288587848,0.010731807644293923,0.21463615288587848,0.010731807644293923,0.02225754961731674,0.0073312761312820385,0.23689370250319522,0.011844685125159762,0.03761520227430282,0.03028392614302078,7.825303912925265e-05,0.010330488818008465,0.09385119267955666,407,387,20,19.35,0
29,0.15501887823049998,0.011072777016464284,0.14835350938874467,0.010596679242053191,0.14835350938874467,0.010596679242053191,0.0,0.006665368841757058,0.14835350938874467,0.010596679242053191,0.0289229184590738,0.02225754961731674,8.593648500894495e-05,0.009006854269387585,0.08920610040397214,273,259,14,18.5,0
30,0.18730113446624408,0.010405618581458005,0.18730113446625377,0.010405618581458543,0.18730113446625377,0.010405618581458543,0.0,0.0,0.18730113446625377,0.010405618581458543,0.02510532738053861,0.02510532738053861,7.071923205785524e-05,0.009010878171428082,1.5,373,355,18,19.72222222222222,0
31,0.19718708471386925,0.010378267616519435,0.19718708471387278,0.01037826761651962,0.19718708471387278,0.01037826761651962,0.0,0.0,0.19718708471387278,0.01037826761651962,0.025326187799587174,0.025326187799587174,6.82646571417444e-05,0.009045310363909584,0.4070360350837312,390,371,19,19.526315789473685,0
32,0.24175721202437828,0.011512248191637061,0.2249934300953741,0.010713972861684481,0.2249934300953741,0.010713972861684481,0.016763781929004296,0.0,0.2417572120243784,0.011512248191637067,0.033656689523944294,0.033656689523944294,8.330863743550567e-05,0.009909548690496857,0.9252833673237539,425,404,21,19.238095238095237,0
33,0.08299529778333437,0.01185647111190491,0.07417985690043294,0.010597122414347562,0.07417985690043294,0.010597122414347562,0.0,0.008815440882909087,0.07417985690043294,0.010597122414347562,0.025579222811913382,0.016763781929004296,0.00012604347315040823,0.008202296424488711,0.13006462875532776,140,133,7,19.0,0
34,0.11373992762579377,0.010339993420526706,0.11373992762579652,0.010339993420526956,0.11373992762579652,0.010339993420526956,0.0,0.0,0.11373992762579652,0.010339993420526956,0.019211269340082993,0.019211269340082993,8.772269105060727e-05,0.00859351438961007,0.18949902177933353,230,219,11,19.90909090909091,0
35,0.2536437194343044,0.010568488309762683,0.2536437194343438,0.010568488309764324,0.2536437194343438,0.010568488309764324,0.0,0.0,0.2536437194343438,0.010568488309764324,0.03477052537720127,0.03477052537720127,7.461486132446623e-05,0.009119716419045965,0.1184836069343227,490,466,24,19.416666666666668,0
36,0.12326387952669293,0.010271989960557745,0.12326387952669562,0.010271989960557969,0.12326387952669562,0.010271989960557969,0.0,0.0,0.12326387952669562,0.010271989960557969,0.01928235541241108,0.01928235541241108,8.170489581530119e-05,0.008665127009523488,1.0452214232559491,248,236,12,19.666666666666668,0
37,0.1466235819789432,0.010473112998495944,0.1466235819789606,0.010473112998497186,0.1466235819789606,0.010473112998497186,0.0,0.0,0.1466235819789606,0.010473112998497186,0.023448454207532166,0.023448454207532166,8.848473285861195e-05,0.008798223412243646,0.5327415822964916,279,265,14,18.928571428571427,0
38,0.15661847964141629,0.01044123197609442,0.1566184796414341,0.010441231976095608,0.1566184796414341,0.010441231976095608,0.0,0.0,0.1566184796414341,0.010441231976095608,0.023968342041435164,0.023968342041435164,8.293543958974105e-05,0.008843342506665408,1.2298978315770661,304,289,15,19.266666666666666,0
39,0.11627202572060114,0.010570184156418284,0.11351442321944731,0.010319493019949756,0.11351442321944731,0.010319493019949756,0.0,0.0027576025011590843,0.11351442321944731,0.010319493019949756,0.02174336743489036,0.018985764933731275,8.997992859588282e-05,0.00859351438961007,0.1538608771402572,222,211,11,19.181818181818183,0
40,0.11373992762579377,0.010339993420526706,0.11373992762579652,0.010339993420526956,0.11373992762579652,0.010339993420526956,0.0,0.0,0.11373992762579652,0.010339993420526956,0.019211269340082993,0.019211269340082993,8.853119511558983e-05,0.00859351438961007,0.4120473960553497,228,217,11,19.727272727272727,0
41,0.2441677892363252,0.010615990836361966,0.24416778923636404,0.010615990836363654,0.24416778923636404,0.010615990836363654,0.0,0.0,0.24416778923636404,0.010615990836363654,0.03481082100779176,0.03481082100779176,7.752966816880125e-05,0.009102476879501454,0.4392398210591608,472,449,23,19.52173913043478,0
42,0.11321082001944305,0.010291892729040276,0.11321082001944734,0.010291892729040667,0.11321082001944734,0.010291892729040667,0.0,0.0,0.11321082001944734,0.010291892729040667,0.018682161733732272,0.018682161733732272,9.294607827727499e-05,0.00859351438961007,0.2549134822464332,212,201,11,18.272727272727273,0
43,0.21117808301618624,0.01319863018851164,0.16825767387635465,0.010516104617272166,0.16825767387635465,0.010516104617272166,0.04292040913984607,0.0,0.21117808301620072,0.013198630188512545,0.02423940644778355,0.02423940644778355,7.895572132828518e-05,0.011683667285525168,1.5,323,307,16,19.1875,0
44,0.10526654944698066,0.015038078492425808,0.07540805834805198,0.010772579764007426,0.07540805834805198,0.010772579764007426,0.024849321763223742,0.005009169335714603,0.10025738011127572,0.014322482873039388,0.023080256712336933,0.01807108737662233,0.00013000782285339807,0.011740898962091961,0.04765526659777919,146,139,7,19.857142857142858,0
45,0.19132135568288788,0.010628964204604883,0.18811136884893773,0.010450631602718762,0.18811136884893773,0.010450631602718762,0.0,0.003209986833958567,0.18811136884893773,0.010450631602718762,0.02805930859718231,0.024849321763223742,7.099806218063926e-05,0.009070113726983643,0.05806982919265735,368,350,18,19.444444444444443,0
46,0.17047543406321353,0.012176816718800967,0.1482178844459159,0.01058699174613685,0.1482178844459159,0.01058699174613685,0.022257549617314965,0.0,0.17047543406323087,0.012176816718802205,0.023910724674486517,0.023910724674486517,8.663306041480622e-05,0.010468907813480501,0.785299415765234,290,276,14,19.714285714285715,0
47,0.14713277273103742,0.010509483766502672,0.14656470938874472,0.010468907813481766,0.14656470938874472,0.010468907813481766,0.0,0.0005680633423104098,0.14656470938874472,0.010468907813481766,0.022825612959625374,0.022257549617314965,8.560596006659601e-05,0.008879082840815147,0.03281767116074619,274,260,14,18.571428571428573,0
48,0.1670277102445965,0.010439231890287282,0.16702771024460872,0.010439231890288045,0.16702771024460872,0.010439231890288045,0.0,0.0,0.16702771024460872,0.010439231890288045,0.024243362816037006,0.024243362816037006,7.696305655884764e-05,0.008924021714284969,1.5,331,315,16,19.6875,0
49,0.2639582184120073,0.011998100836909421,0.23795958347590218,0.010816344703450099,0.23795958347590218,0.010816344703450099,0.025998634936094334,0.0,0.2639582184119965,0.011998100836908932,0.03461919307590122,0.03461919307590122,7.940181898142483e-05,0.010424501151641185,1.5,458,436,22,19.818181818181817,0
50,0.23915204789892996,0.011957602394946499,0.21030657367895222,0.010515328683947611,0.21030657367895222,0.010515328683947611,0.0,0.028845474219963307,0.21030657367895222,0.010515328683947611,0.05484410915605764,0.025998634936094334,6.770477847941232e-05,0.009215396937143617,0.005773718855937915,404,384,20,19.2,0
51,0.19249924562513954,0.012031202851571221,0.1673939182446087,0.010462119890288044,0.1673939182446087,0.010462119890288044,0.025105327380540388,0.0,0.19249924562514908,0.012031202851571818,0.024243362816037006,0.024243362816037006,7.623698998753775e-05,0.010515992675568908,0.5723967607470932,334,318,16,19.875,0
52,0.21592907966244113,0.01199605998124673,0.1895193744662537,0.010528854137014093,0.1895193744662537,0.010528854137014093,0.023910724674486517,0.0024989805217074945,0.2134300991407402,0.011857227730041123,0.027604307902247882,0.025105327380540388,7.052058252960783e-05,0.010462487320010736,0.1551855598943206,374,356,18,19.77777777777778,0
53,0.16626441244232737,0.011084294162821825,0.1594676142744873,0.01063117428496582,0.1594676142744873,0.01063117428496582,0.0,0.0067967981678478395,0.1594676142744873,0.01063117428496582,0.030707522842334356,0.023910724674486517,8.570152213077605e-05,0.009037125973332867,0.059139677048683836,294,279,15,18.6,0
54,0.2536437194343044,0.010568488309762683,0.2536437194343438,0.010568488309764324,0.2536437194343438,0.010568488309764324,0.0,0.0,0.2536437194343438,0.010568488309764324,0.03477052537720127,0.03477052537720127,7.39798412280878e-05,0.009119716419045965,0.3023151994321722,494,470,24,19.583333333333332,0
55,0.11373992762579377,0.010339993420526706,0.11373992762579652,0.010339993420526956,0.11373992762579652,0.010339993420526956,0.0,0.0,0.11373992762579652,0.010339993420526956,0.019211269340082993,0.019211269340082993,8.812508871597703e-05,0.00859351438961007,1.0431442256928563,229,218,11,19.818181818181817,0
56,0.10194811212680577,0.010194811212680576,0.10194811212680663,0.010194811212680663,0.10194811212680663,0.010194811212680663,0.0,0.0,0.10194811212680663,0.010194811212680663,0.016955263669665044,0.016955263669665044,9.115733155733895e-05,0.008499284845714073,0.3471600471274776,196,186,10,18.6,0
57,0.27081665668501387,0.011774637247174516,0.24571132930447365,0.01068310127410755,0.24571132930447365,0.01068310127410755,0.025105327380540388,0.0,0.27081665668501403,0.011774637247174523,0.03461919307590122,0.03461919307590122,7.88592097400939e-05,0.010269454939526636,1.2187892875171151,462,439,23,19.08695652173913,0
58,0.18899811405989553,0.010499895225549751,0.18841755046625375,0.010467641692569652,0.18841755046625375,0.010467641692569652,0.0,0.0005805635936404485,0.18841755046625375,0.010467641692569652,0.025685890974180836,0.025105327380540388,7.071923205786024e-05,0.009072901282539705,0.17722784091082744,373,355,18,19.72222222222222,0
59,0.09245559105321277,0.010272843450356974,0.09245559105321356,0.010272843450357063,0.09245559105321356,0.010272843450357063,0.0,0.0,0.09245559105321356,0.010272843450357063,0.016943256424642783,0.016943256424642783,9.57246125686033e-05,0.008390259403174442,0.46948576815931276,186,177,9,19.666666666666668,0
60,0.16729139024459982,0.010455711890287489,0.1672913902446087,0.010455711890288044,0.1672913902446087,0.010455711890288044,0.0,0.0,0.1672913902446087,0.010455711890288044,0.024243362816037006,0.024243362816037006,7.599800255810974e-05,0.008940501714285176,0.7188165652710268,335,319,16,19.9375,0
61,0.21936039527976448,0.01371002470498528,0.1693533422446088,0.01058458389028805,0.1693533422446088,0.01058458389028805,0.05000705303515929,0.0,0.21936039527976808,0.013710024704985505,0.024243362816037006,0.024243362816037006,7.696305655884764e-05,0.012194814528982967,0.7539519311018985,331,315,16,19.6875,0
62,0.18997311193260202,0.014613316302507848,0.16601577897801645,0.012770444536770497,0.16601577897801645,0.012770444536770497,0.0,0.02395733295458058,0.16601577897801645,0.012770444536770497,0.07396438598973987,0.05000705303515929,0.00020923453152786313,0.008923748149450935,0.00028602986145642717,252,239,13,18.384615384615383,0
63,0.2853697153119583,0.01189040480466493,0.27124683909230235,0.011301951628845931,0.27124683909230235,0.011301951628845931,0.0,0.01412287621967323,0.27124683909230235,0.011301951628845931,0.06412992925483252,0.05000705303515929,0.00010871098485904193,0.009218324419046908,0.009834456734907349,484,460,24,19.166666666666668,0
64,0.2531367006937586,0.011506213667898118,0.23506561331717193,0.010684800605325997,0.23506561331717193,0.010684800605325997,0.018071087376625883,0.0,0.2531367006937978,0.0115062136678999,0.03416669491716817,0.03416669491716817,8.039222333451334e-05,0.00995318208075411,1.0548344202892608,447,425,22,19.318181818181817,0
65,0.08828106493987775,0.011035133117484719,0.08479590017662342,0.010599487522077927,0.08479590017662342,0.010599487522077927,0.0,0.003485164763240789,0.08479590017662342,0.010599487522077927,0.021556252139866672,0.018071087376625883,0.00012726117870863297,0.008340601600001385,0.18373371941102334,150,142,8,17.75,0
66,0.3134903902092461,0.01306209959205192,0.25736365543434364,0.010723485643097651,0.25736365543434364,0.010723485643097651,0.056126734774935017,0.0,0.31349039020927866,0.013062099592053277,0.034770525377197714,0.034770525377197714,7.445508646080881e-05,0.011613327701335349,1.0519064596724021,491,467,24,19.458333333333332,0
67,0.20085458935804468,0.013390305957202978,0.15976624868270395,0.010651083245513596,0.15976624868270395,0.010651083245513596,0.03205817569222802,0.009030164983137468,0.19182442437493197,0.012788294958328799,0.033098724065844465,0.024068559082706997,8.049685311942139e-05,0.011183724352813347,0.04477281205119965,314,299,15,19.933333333333334,0
68,0.23285542976105944,0.011088353798145687,0.22591843626365637,0.010758020774459828,0.22591843626365637,0.010758020774459828,0.0,0.006936993497426158,0.22591843626365637,0.010758020774459828,0.03899516918965418,0.03205817569222802,8.034630499305268e-05,0.009231440979590727,0.03586214839698698,420,399,21,19.0,0
69,0.09329048363618142,0.010365609292909047,0.09329048363618613,0.01036560929290957,0.09329048363618613,0.01036560929290957,0.0,0.0,0.09329048363618613,0.01036560929290957,0.017778149007611432,0.017778149007611432,0.00010582231552149662,0.008390259403174442,0.7258634233839203,177,168,9,18.666666666666668,0
70,0.21186205547293468,0.012462473851349099,0.17724286239698972,0.01042605072923469,0.17724286239698972,0.01042605072923469,0.034619193075904775,0.0,0.2118620554728945,0.012462473851346734,0.024269009139850084,0.024269009139850084,7.53695936020189e-05,0.011034885078416741,0.32244751206796707,339,322,17,18.941176470588236,0
71,0.24850287358709267,0.010804472764656204,0.24464176130447365,0.01063659831758581,0.24464176130447365,0.01063659831758581,0.0,0.0038611122826637256,0.24464176130447365,0.01063659831758581,0.0384803053585685,0.034619193075904775,7.867998426341994e-05,0.009131416009935833,0.15398091445722883,463,440,23,19.130434782608695,0
72,0.10322258494642966,0.010322258494642966,0.10322258494643145,0.010322258494643145,0.10322258494643145,0.010322258494643145,0.0,0.0,0.10322258494643145,0.010322258494643145,0.018146792489289965,0.018146792489289965,9.118991200648224e-05,0.00850757924571397,0.2750760527637226,209,199,10,19.9,0
73,0.23219178829826603,0.011609589414913302,0.21290943288587852,0.010645471644293926,0.21290943288587852,0.010645471644293926,0.019282355412407526,0.0,0.23219178829828604,0.011609589414914303,0.03028392614302078,0.03028392614302078,7.805135603871335e-05,0.010095393107762262,0.3874998586710561,408,388,20,19.4,0
74,0.12935294579678924,0.010779412149732437,0.12526887152669564,0.010439072627224636,0.12526887152669564,0.010439072627224636,0.0,0.004084074270089388,0.12526887152669564,0.010439072627224636,0.023366429682496914,0.019282355412407526,8.205257622301075e-05,0.008832209676191027,0.11229170833004787,247,235,12,19.583333333333332,0
75,0.1873011344663027,0.010405618581461261,0.18730113446625377,0.010405618581458543,0.18730113446625377,0.010405618581458543,0.0,0.0,0.18730113446625377,0.010405618581458543,0.025105327380536835,0.025105327380536835,6.993127404049257e-05,0.009010878171431437,1.5,377,359,18,19.944444444444443,0
76,0.18599007561010694,0.011624379725631684,0.1673079138763547,0.01045674461727217,0.1673079138763547,0.01045674461727217,0.018682161733735825,0.0,0.18599007561009054,0.011624379725630659,0.02423940644778355,0.02423940644778355,7.819163370252758e-05,0.010109416822645212,0.28821576510231495,326,310,16,19.375,0
77,0.12150249822767734,0.011045681657061575,0.11437562001944736,0.010397783638131578,0.11437562001944736,0.010397783638131578,0.0,0.007126878208204346,0.11437562001944736,0.010397783638131578,0.02580903994194017,0.018682161733735825,9.203035336815677e-05,0.008699405298703378,0.0644875773824296,214,203,11,18.454545454545453,0
78,0.22062580433208012,0.01297798849012236,0.17709432083508495,0.010417312990299115,0.17709432083508495,0.010417312990299115,0.043531483496956014,0.0,0.22062580433204096,0.012977988490120057,0.024327059577942123,0.024327059577942123,7.240196302958965e-05,0.01154698498553753,0.20630948967762208,353,336,17,19.764705882352942,0
79,0.1472849899991786,0.013389544545379873,0.11437434001944735,0.010397667274495214,0.11437434001944735,0.010397667274495214,0.02484932176322019,0.008061328216491859,0.13922366178266754,0.012656696525697049,0.026743489950227683,0.018682161733735825,9.294607827729266e-05,0.010958318186268266,0.13075688930434382,212,201,11,18.272727272727273,0
80,0.23211295056684378,0.01289516392038021,0.18822810484893782,0.010457116936052101,0.18822810484893782,0.010457116936052101,0.03482221300779287,0.009062632710111984,0.22305031785673068,0.012391684325373927,0.03391195447333217,0.02484932176322019,7.059466410005736e-05,0.011011166449639533,0.03681954889726313,370,352,18,19.555555555555557,0
81,0.25437686337855325,0.011059863625154489,0.24528433323636403,0.010664536227668001,0.24528433323636403,0.010664536227668001,0.0,0.009092530142233102,0.24528433323636403,0.010664536227668001,0.04391474315002597,0.03482221300779287,7.704029426502848e-05,0.009150526966457708,0.12999570044540576,475,452,23,19.652173913043477,0
82,0.0846052830845565,0.010575660385569563,0.08460528308455996,0.010575660385569995,0.08460528308455996,0.010575660385569995,0.0,0.0,0.08460528308455996,0.010575660385569995,0.018531990284557764,0.018531990284557764,0.00012606796111944057,0.008259161599999842,0.981755978871071,155,147,8,18.375,0
83,0.21471671914490997,0.011300879954995261,0.19725016666942832,0.010381587719443596,0.19725016666942832,0.010381587719443596,0.01746655247543316,0.0,0.21471671914486148,0.01130087995499271,0.025286101755142454,0.025286101755142454,6.927699110997933e-05,0.00997003249419829,0.13590740258153033,384,365,19,19.210526315789473,0
84,0.09416681235033764,0.010462979150037514,0.09402131910400718,0.010446813233778576,0.09402131910400718,0.010446813233778576,0.0,0.00014549324631474292,0.09402131910400718,0.010446813233778576,0.017612045721747904,0.01746655247543316,0.00010335238151143882,0.008506085180954415,0.12054990679457234,178,169,9,18.77777777777778,0
85,0.17698193683513352,0.01041070216677256,0.17698193683508492,0.010410702166769701,0.17698193683508492,0.010410702166769701,0.0,0.0,0.17698193683508492,0.010410702166769701,0.024327059577942123,0.024327059577942123,7.371836235740037e-05,0.00897969866218773,1.3706554318766422,347,330,17,19.41176470588235,0
86,0.22497192609531425,0.01071294886168163,0.2249719260953741,0.01071294886168448,0.2249719260953741,0.01071294886168448,0.0,0.0,0.2249719260953741,0.01071294886168448,0.033656689523944294,0.033656689523944294,8.249188608809876e-05,0.009110249360541426,0.31996534334951576,429,408,21,19.428571428571427,0
87,0.12641307680128477,0.012641307680128477,0.10250235212680661,0.010250235212680661,0.10250235212680661,0.010250235212680661,0.023910724674486517,0.0,0.12641307680129313,0.012641307680129313,0.016955263669665044,0.016955263669665044,8.87710139773039e-05,0.010945781313161974,0.8238217646792378,201,191,10,19.1,0
88,0.15123510002317175,0.010802507144512268,0.1474602524459159,0.010532875174708278,0.1474602524459159,0.010532875174708278,0.0,0.003774847577275864,0.1474602524459159,0.010532875174708278,0.02768557225176238,0.023910724674486517,8.570152213077605e-05,0.008824966269386383,0.05097805540667366,293,279,14,19.928571428571427,0
89,0.15662116764141842,0.010441411176094562,0.1566211676414341,0.010441411176095606,0.1566211676414341,0.010441411176095606,0.0,0.0,0.1566211676414341,0.010441411176095606,0.023971030041437302,0.023971030041437302,8.209256863505926e-05,0.008843342506665408,0.2754581642433678,307,292,15,19.466666666666665,0
